Date,B,A,ratio,Price,Open,High,Low,Vol.,Change %,kimchi_premium
2022-11-16,22957000,16900.57,1358.3565524713072,"1,336.65",1316.56,"1,339.09","1,315.17",,1.55%,0.03174678895857941
2022-11-17,22726000,16661.61,1363.9738296599187,"1,342.65",1337.0,"1,352.56","1,330.45",,0.45%,0.020174891293880837
2022-11-18,23018000,16692.56,1378.9376824165977,"1,339.71",1342.99,"1,344.94","1,335.85",,-0.22%,0.026766902520940272
2022-11-21,22450000,16279.5,1379.034982646887,"1,359.30",1341.55,"1,362.64","1,341.44",,1.46%,0.027941547200541983
2022-11-22,22096000,15781.29,1400.139025390193,"1,352.65",1359.61,"1,362.97","1,351.01",,-0.49%,0.029809302219160783
2022-11-23,22933000,16227.96,1413.1782429830985,"1,336.85",1353.01,"1,355.86","1,335.96",,-1.17%,0.04446991743083828
2022-11-24,22838000,16603.11,1375.5254286696888,"1,326.69",1337.09,"1,340.75","1,324.12",,-0.76%,0.028745580828283046
2022-11-25,22559000,16599.55,1359.0127443213823,"1,334.48",1328.03,"1,336.78","1,319.27",,0.59%,0.02332985273027144
2022-11-28,22419000,16428.77,1364.6182885267733,"1,339.75",1335.95,"1,342.87","1,332.43",,0.39%,0.02145910290562769
2022-11-29,22533000,16212.18,1389.8809413663062,"1,325.36",1341.53,"1,342.89","1,322.84",,-1.07%,0.036041640042568046
2022-11-30,22890000,16442.91,1392.0893564460305,"1,301.65",1325.67,"1,330.01","1,300.60",,-1.79%,0.050102481346059324
2022-12-01,23144000,17165.53,1348.283449447818,"1,304.23",1301.72,"1,308.23","1,295.15",,0.20%,0.0357707106350198
2022-12-02,22763000,16978.0,1340.7350689127106,"1,297.89",1304.56,"1,308.34","1,295.47",,-0.49%,0.027729708800446673
2022-12-05,23084000,17106.65,1349.416747288335,"1,305.49",1299.17,"1,307.05","1,289.40",,0.59%,0.03867603723018154
2022-12-06,22861000,16966.35,1347.4318282954202,"1,319.79",1305.73,"1,323.12","1,301.45",,1.10%,0.03193755852696967
2022-12-07,22465000,17088.96,1314.5914087223564,"1,314.38",1320.13,"1,326.55","1,312.56",,-0.41%,-0.004195489290936272
2022-12-08,22576000,16836.64,1340.8851172205382,"1,315.83",1314.77,"1,323.95","1,314.48",,0.11%,0.01986287884613902
2022-12-09,22855000,17224.1,1326.919839062709,"1,303.87",1316.82,"1,318.23","1,298.73",,-0.91%,0.007669870644969601
2022-12-12,22505000,17085.05,1317.23348775684,"1,306.08",1303.95,"1,314.15","1,303.26",,0.17%,0.010187114350120874
2022-12-13,22601000,17208.93,1313.3297654183032,"1,289.13",1307.07,"1,309.66","1,288.79",,-1.30%,0.0047891585135479975
2022-12-14,23308000,17775.82,1311.2193980362088,"1,295.42",1289.57,"1,302.55","1,288.77",,0.49%,0.016788075122877277
2022-12-15,23160000,17804.01,1300.830543231553,"1,318.51",1295.91,"1,320.61","1,293.61",,1.78%,0.003796979135551881
2022-12-16,22762000,17356.96,1311.404762124243,"1,309.47",1319.51,"1,320.05","1,304.73",,-0.69%,-0.006142611936064912
2022-12-19,22120000,16739.0,1321.464842583189,"1,301.29",1311.55,"1,311.58","1,296.85",,-0.62%,0.007559637515297979
2022-12-20,21935000,16438.88,1334.3366458055536,"1,283.71",1301.65,"1,305.45","1,281.52",,-1.35%,0.025111701152808807
2022-12-21,22020000,16896.15,1303.2554753597713,"1,279.21",1284.06,"1,289.91","1,279.91",,-0.35%,0.014949048611257565
2022-12-22,21847000,16824.68,1298.5090949723858,"1,291.64",1280.37,"1,292.51","1,272.36",,0.97%,0.014167072777701684
2022-12-23,21864000,16821.9,1299.7342749629945,"1,279.55",1291.94,"1,292.57","1,278.05",,-0.94%,0.0060330007299058686
2022-12-26,21626000,16832.11,1284.8062423546423,"1,273.91",1279.8,"1,282.20","1,273.89",,-0.44%,0.003911738048634428
2022-12-27,21596000,16919.39,1276.4053550393958,"1,271.79",1274.91,"1,275.63","1,264.85",,-0.17%,0.0011729102755455578
2022-12-28,21219000,16706.06,1270.137902054703,"1,274.37",1272.25,"1,276.66","1,265.57",,0.20%,-0.0016601280764761972
2022-12-29,21027000,16547.32,1270.7193672449678,"1,260.85",1274.71,"1,275.32","1,259.19",,-1.06%,-0.003130620105774806
2022-12-30,20900000,16633.47,1256.5027020820069,"1,260.92",1261.24,"1,265.34","1,253.26",,0.01%,-0.0037560638086273634
2023-01-02,21375000,16617.17,1286.3201134729925,"1,269.03",1261.95,"1,274.86","1,260.65",,0.64%,0.019311473095600107
2023-01-03,21368000,16672.78,1281.6099054866677,"1,279.10",1269.93,"1,281.23","1,264.35",,0.79%,0.009197282910607285
2023-01-04,21530000,16675.65,1291.1040948928526,"1,270.98",1279.59,"1,280.77","1,269.04",,-0.63%,0.008998268893045891
2023-01-05,21536000,16850.36,1278.0735841845517,"1,274.26",1271.39,"1,279.14","1,267.05",,0.26%,0.005256911085152138
2023-01-06,21399000,16831.85,1271.3397517206963,"1,253.50",1274.58,"1,275.33","1,251.84",,-1.63%,-0.0025422086328857896
2023-01-09,21680000,17127.83,1265.7762250092392,"1,239.28",1254.5,"1,254.70","1,234.54",,-1.13%,0.00898862097189257
2023-01-10,21756000,17179.04,1266.4269947564007,"1,240.80",1239.69,"1,248.82","1,235.71",,0.12%,0.02156748441658851
2023-01-11,21959000,17440.64,1259.0707680452094,"1,242.50",1241.22,"1,250.48","1,238.10",,0.14%,0.014381631012398532
2023-01-12,22707000,17943.26,1265.4891028720535,"1,239.12",1242.41,"1,247.73","1,234.95",,-0.27%,0.01857607623252666
2023-01-13,23622000,18846.62,1253.3812428966044,"1,237.26",1239.51,"1,246.42","1,233.79",,-0.15%,0.011190908420750434
2023-01-16,25681000,20872.99,1230.346011759695,"1,241.61",1237.1,"1,242.73","1,231.51",,0.35%,-0.00545953297252022
2023-01-17,26275000,21185.65,1240.2262852449653,"1,237.34",1241.98,"1,242.59","1,235.77",,-0.34%,-0.001412031397473923
2023-01-18,26413000,21132.29,1249.8882042599264,"1,237.69",1237.36,"1,247.12","1,225.56",,0.03%,0.010124946870697649
2023-01-19,25900000,20677.47,1252.5710350444226,"1,232.21",1238.11,"1,242.45","1,231.53",,-0.44%,0.011679927505974907
2023-01-20,26151000,21071.59,1241.0548990370446,"1,228.86",1232.63,"1,238.44","1,229.53",,-0.27%,0.006834896957760739
2023-01-23,28413000,22706.02,1251.3421550760547,"1,229.97",1230.35,"1,233.78","1,224.96",,0.09%,0.017061937721831066
2023-01-24,28765000,22917.81,1255.137380055075,"1,232.57",1230.38,"1,237.99","1,228.90",,0.21%,0.020121734793376866
2023-01-25,28300000,22631.94,1250.4451673166332,"1,232.57",1232.98,"1,237.88","1,230.28",,0.00%,0.014165004555331873
2023-01-26,28859000,23060.42,1251.4516214362095,"1,231.84",1232.97,"1,235.69","1,229.21",,-0.06%,0.014989514291677386
2023-01-27,28809000,23009.65,1252.039904996382,"1,229.62",1232.26,"1,236.55","1,227.22",,-0.18%,0.01605173015141448
2023-01-30,29407000,23743.37,1238.535220568942,"1,231.46",1230.2,"1,232.61","1,226.31",,0.15%,0.006775500381191568
2023-01-31,28660000,22827.38,1255.50983073835,"1,233.30",1231.88,"1,239.12","1,227.83",,0.15%,0.0191819257868866
2023-02-01,28709000,23125.13,1241.4632912333898,"1,222.28",1233.72,"1,234.22","1,220.35",,-0.89%,0.0062763765144358
2023-02-02,29745000,23731.41,1253.4021366619177,"1,224.78",1222.26,"1,226.37","1,215.83",,0.20%,0.025479142458983972
2023-02-03,29454000,23489.33,1253.9310401786684,"1,247.46",1225.19,"1,250.36","1,224.08",,1.85%,0.0234584351640712
2023-02-06,28942000,22932.91,1262.029110130376,"1,260.25",1247.35,"1,263.96","1,243.92",,1.03%,0.011768236766245277
2023-02-07,29116000,22762.52,1279.1202380052823,"1,255.68",1261.47,"1,264.61","1,252.26",,-0.36%,0.01399180163244651
2023-02-08,29466000,23242.42,1267.768158393145,"1,260.46",1255.81,"1,262.96","1,251.40",,0.38%,0.009522267216493852
2023-02-09,29105000,22961.85,1267.5372411195092,"1,264.44",1260.87,"1,266.51","1,254.76",,0.32%,0.005287810098986601
2023-02-10,28145000,21797.83,1291.1835719427115,"1,267.45",1264.87,"1,269.71","1,259.44",,0.24%,0.020803380539273997
2023-02-13,28080000,21782.37,1289.1159226475356,"1,272.89",1266.25,"1,280.43","1,266.25",,0.43%,0.018057984321844467
2023-02-14,28068000,21774.63,1289.0230511379527,"1,272.53",1273.31,"1,275.33","1,261.58",,-0.03%,0.012340318648210502
2023-02-15,28699000,22199.84,1292.757064915783,"1,283.54",1272.59,"1,289.01","1,272.04",,0.87%,0.01584726024547045
2023-02-16,31575000,24322.87,1298.1609489340692,"1,289.51",1283.97,"1,295.56","1,278.79",,0.47%,0.011052399148009151
2023-02-17,30911000,23517.72,1314.370610756485,"1,295.87",1289.94,"1,303.93","1,289.52",,0.49%,0.01893933885024479
2023-02-20,31527000,24272.51,1298.8767951892903,"1,296.04",1297.55,"1,299.74","1,292.94",,0.01%,0.0010225387763789229
2023-02-21,32002000,24843.89,1288.12355875026,"1,305.75",1296.42,"1,310.20","1,293.26",,0.75%,-0.006399501125977758
2023-02-22,31224000,24450.67,1277.0202207137884,"1,302.65",1306.16,"1,307.57","1,298.52",,-0.24%,-0.0223095021178199
2023-02-23,31721000,24182.21,1311.749422405975,"1,297.89",1303.05,"1,306.55","1,293.32",,-0.37%,0.0066761999969111585
2023-02-24,31248000,23940.2,1305.2522535317164,"1,314.45",1298.03,"1,318.57","1,296.29",,1.28%,0.005564011256840251
2023-02-27,31111000,23554.85,1320.789561385447,"1,317.40",1314.55,"1,325.79","1,311.97",,0.22%,0.0047465378916338175
2023-02-28,31025000,23492.09,1320.6572935826484,"1,323.02",1318.4,"1,327.21","1,314.42",,0.43%,0.0017121462247029484
2023-03-01,31504000,23141.57,1361.3596657443725,"1,305.41",1323.44,"1,324.52","1,298.59",,-1.33%,0.02865234974337505
2023-03-02,30998000,23629.76,1311.8203485773872,"1,310.97",1305.83,"1,317.68","1,303.84",,0.43%,0.004587387774356078
2023-03-03,29850000,23465.32,1272.090046076508,"1,295.73",1311.39,"1,312.18","1,294.13",,-1.16%,-0.029968166543508756
2023-03-06,29815000,22430.24,1329.2323220794783,"1,296.86",1294.1,"1,301.71","1,293.28",,0.09%,0.027148073626055425
2023-03-07,29847000,22409.41,1331.8958419699582,"1,318.29",1297.85,"1,320.19","1,296.60",,1.65%,0.02623249371649905
2023-03-08,29274000,22198.56,1318.7341881635564,"1,316.38",1318.31,"1,324.56","1,312.56",,-0.14%,0.0003217666281500886
2023-03-09,28974000,21704.37,1334.938540026732,"1,325.51",1316.77,"1,327.76","1,314.76",,0.69%,0.013797808293575908
2023-03-10,27080000,20362.21,1329.9145819633527,"1,320.24",1325.82,"1,329.78","1,309.77",,-0.40%,0.003088339264268658
2023-03-13,29341000,21998.05,1333.800041367303,"1,296.58",1319.1,"1,320.64","1,296.14",,-1.79%,0.011143993152378906
2023-03-14,31854000,24112.27,1321.0701439557536,"1,304.55",1296.94,"1,314.24","1,296.23",,0.61%,0.0186054435484706
2023-03-15,32666000,24670.41,1324.096356728567,"1,313.04",1304.94,"1,323.29","1,295.90",,0.65%,0.014679875495093198
2023-03-16,32814000,24285.66,1351.1677261396233,"1,300.85",1313.38,"1,317.07","1,301.30",,-0.93%,0.028771357976840717
2023-03-17,34725000,24998.78,1389.0677865079815,"1,308.37",1301.84,"1,309.71","1,298.24",,0.58%,0.06700346164504212
2023-03-20,37668000,27972.87,1346.5904642605497,"1,304.36",1309.1,"1,314.03","1,299.35",,-0.31%,0.028638350210487884
2023-03-21,36875000,27717.01,1330.410459136826,"1,303.42",1303.87,"1,311.59","1,301.99",,-0.07%,0.020355142105291213
2023-03-22,37347000,28107.81,1328.7054380970983,"1,297.85",1303.82,"1,310.36","1,288.56",,-0.43%,0.019086559568880945
2023-03-23,36487000,27250.97,1338.924816254247,"1,286.23",1297.58,"1,300.30","1,275.81",,-0.90%,0.031863019046414864
2023-03-24,37275000,28295.42,1317.3510059225134,"1,294.66",1286.67,"1,307.96","1,283.16",,0.66%,0.02384527961521865
2023-03-27,37060000,27968.05,1325.0834434291987,"1,297.92",1295.24,"1,303.91","1,294.14",,0.25%,0.023040859940396174
2023-03-28,35783000,27124.9,1319.1938034794598,"1,297.04",1298.35,"1,301.38","1,293.24",,-0.07%,0.016054071305472206
2023-03-29,37600000,27261.06,1379.2567126883546,"1,305.30",1297.46,"1,308.45","1,294.95",,0.64%,0.06304372596330876
2023-03-30,37849000,28348.6,1335.127660625216,"1,296.55",1307.13,"1,308.17","1,296.24",,-0.67%,0.021419186022213488
2023-03-31,36818000,28028.53,1313.590116927288,"1,306.11",1296.97,"1,308.53","1,288.35",,0.74%,0.012814573141466612
2023-04-03,37539000,28171.87,1332.49940454787,"1,308.58",1306.47,"1,320.92","1,305.70",,0.19%,0.019923461348419824
2023-04-04,37228000,27800.0,1339.136690647482,"1,310.08",1308.76,"1,317.58","1,304.58",,0.11%,0.02321028351071397
2023-04-05,37543000,28165.47,1332.9442043750737,"1,317.05",1310.54,"1,318.41","1,308.71",,0.53%,0.017095399129422706
2023-04-06,36964000,28170.01,1312.175608031378,"1,318.50",1317.36,"1,322.65","1,314.65",,0.11%,-0.003935440554306946
2023-04-07,36936000,28033.83,1317.550973234838,"1,316.30",1318.99,"1,320.22","1,314.53",,-0.17%,-0.001091006577124909
2023-04-10,37372000,28323.76,1319.4575861396934,"1,320.62",1316.39,"1,324.02","1,315.30",,0.33%,0.0023303019163722904
2023-04-11,39739000,29637.35,1340.8418768884533,"1,322.03",1320.99,"1,324.81","1,316.26",,0.11%,0.015028029650832497
2023-04-12,39928000,30200.43,1322.100380689944,"1,322.63",1322.45,"1,328.49","1,319.39",,0.05%,-0.00026437242244026216
2023-04-13,39873000,29888.07,1334.0774429396076,"1,301.14",1323.07,"1,327.66","1,299.31",,-1.62%,0.008319622498891066
2023-04-14,40183000,30373.84,1322.9476417864846,"1,304.00",1301.94,"1,307.83","1,294.29",,0.22%,0.01613564510383325
2023-04-17,39156000,30304.66,1292.0785120176238,"1,319.11",1304.38,"1,322.67","1,303.70",,1.16%,-0.009430908157420648
2023-04-18,39077000,29430.27,1327.782585752696,"1,319.13",1319.51,"1,321.44","1,315.72",,0.00%,0.006269437709980119
2023-04-19,38786000,30380.01,1276.694773964854,"1,329.71",1319.55,"1,336.54","1,313.69",,0.80%,-0.032477152086048955
2023-04-20,38129000,28797.1,1324.0569362887236,"1,323.61",1330.14,"1,332.97","1,318.97",,-0.46%,-0.004573250718929223
2023-04-21,37196000,28243.65,1316.96859294036,"1,329.36",1324.04,"1,333.07","1,321.24",,0.43%,-0.005340780535059375
2023-04-24,36301000,27590.59,1315.7022013664805,"1,332.51",1330.38,"1,337.64","1,328.48",,0.24%,-0.011032786597453104
2023-04-25,36684000,27510.93,1333.4336570955616,"1,340.89",1332.94,"1,344.19","1,328.19",,0.63%,0.00037035207553337557
2023-04-26,38349000,28300.8,1355.0500339213029,"1,338.01",1341.31,"1,341.95","1,334.47",,-0.21%,0.010243742252948884
2023-04-27,38800000,28415.29,1365.4620452580282,"1,339.17",1338.44,"1,346.63","1,336.69",,0.09%,0.02018920927200929
2023-04-28,39022000,29472.77,1324.0017819838447,"1,337.78",1339.57,"1,342.19","1,336.21",,-0.10%,-0.011621802530778713
2023-05-01,38379000,29233.2,1312.8566150814827,"1,342.18",1338.17,"1,343.95","1,336.43",,0.33%,-0.018916419377595806
2023-05-02,37682000,28068.26,1342.5128597212654,"1,342.21",1343.07,"1,344.08","1,337.36",,0.00%,-0.0004148259426050016
2023-05-03,38443000,28669.85,1340.8859830100264,"1,334.44",1342.64,"1,343.21","1,329.31",,-0.58%,-0.0013063941115813993
2023-05-04,38859000,29026.16,1338.7578653187331,"1,322.95",1335.41,"1,335.99","1,320.29",,-0.86%,0.002506994345356839
2023-05-05,38809000,28838.16,1345.7516013504328,"1,317.47",1323.27,"1,323.74","1,315.11",,-0.41%,0.01698942872613518
2023-05-08,37285000,28430.09,1311.4626088063735,"1,321.49",1317.96,"1,326.23","1,317.94",,0.31%,-0.0049298849689114466
2023-05-09,37061000,27668.8,1339.4509339038918,"1,325.92",1322.71,"1,327.36","1,319.61",,0.34%,0.012656541421696144
2023-05-10,37031000,27628.28,1340.3295463923198,"1,317.76",1326.33,"1,327.13","1,316.50",,-0.62%,0.010555100459402889
2023-05-11,36952000,27598.74,1338.9017034835647,"1,330.83",1318.21,"1,334.74","1,315.58",,0.99%,0.015696818779681987
2023-05-12,35602000,26968.61,1320.1273628859626,"1,342.41",1331.14,"1,343.35","1,329.04",,0.87%,-0.008273087063747964
2023-05-15,36923000,26917.61,1371.7042486312864,"1,335.36",1342.48,"1,342.85","1,333.86",,-0.53%,0.021768852147731277
2023-05-16,36694000,27162.15,1350.923987975915,"1,342.35",1335.79,"1,343.63","1,332.91",,0.52%,0.011329616164153844
2023-05-17,36151000,27033.85,1337.2494113860955,"1,334.23",1342.78,"1,343.91","1,332.44",,-0.60%,-0.0041187600455059314
2023-05-18,36887000,27405.62,1345.9648057588188,"1,334.43",1334.71,"1,338.79","1,329.16",,0.01%,0.008432397868314956
2023-05-19,36230000,26821.28,1350.793101596941,"1,325.20",1333.99,"1,335.94","1,323.30",,-0.69%,0.01259612260732168
2023-05-22,35991000,26747.78,1345.569613627748,"1,313.75",1325.21,"1,326.34","1,313.06",,-0.86%,0.01536331119426193
2023-05-23,36440000,26849.28,1357.2058543096873,"1,319.21",1314.17,"1,322.53","1,307.65",,0.42%,0.03274755496601456
2023-05-24,35933000,27219.61,1320.1144322053108,"1,318.43",1320.26,"1,322.18","1,314.28",,-0.06%,-0.00011025691506916235
2023-05-25,35213000,26329.0,1337.4226138478484,"1,331.19",1318.77,"1,332.06","1,316.49",,0.97%,0.014143947654138733
2023-05-26,35432000,26473.8,1338.3798321359232,"1,322.66",1331.2,"1,331.93","1,322.72",,-0.64%,0.005393503707874947
2023-05-29,37239000,28065.01,1326.8835464516137,"1,324.07",1323.43,"1,326.76","1,320.98",,0.11%,0.0026095422135010704
2023-05-30,37125000,27736.39,1338.4943029716558,"1,319.76",1324.96,"1,327.01","1,316.90",,-0.33%,0.010214876654129679
2023-05-31,36347000,27694.39,1312.4318679703724,"1,320.56",1320.16,"1,328.75","1,315.56",,0.06%,-0.0058539359090016285
2023-06-01,36046000,27210.36,1324.7160272778456,"1,312.64",1322.33,"1,325.07","1,312.41",,-0.60%,0.0018044113631587866
2023-06-02,36071000,26817.93,1345.0329686146545,"1,305.92",1313.18,"1,314.48","1,298.61",,-0.51%,0.024256361362992473
2023-06-05,35498000,27115.2,1309.1550126866111,"1,300.78",1306.06,"1,311.02","1,300.57",,-0.39%,0.0023697323910165657
2023-06-06,34148000,25728.2,1327.259582870158,"1,299.19",1301.08,"1,304.31","1,295.74",,-0.12%,0.020121424409074162
2023-06-07,35553000,27230.07,1305.6521705599728,"1,308.26",1299.61,"1,309.44","1,296.23",,0.70%,0.004649218273153455
2023-06-08,34955000,26339.34,1327.102349565327,"1,295.47",1308.66,"1,309.30","1,296.15",,-0.98%,0.014092544713926403
2023-06-09,35057000,26498.62,1322.9745549013496,"1,287.32",1296.59,"1,298.65","1,286.58",,-0.63%,0.020349188950516073
2023-06-12,34162000,25925.54,1317.696757714593,"1,284.54",1287.69,"1,294.65","1,282.80",,-0.22%,0.023302780727188166
2023-06-13,34251000,25905.2,1322.166978058459,"1,267.70",1284.86,"1,285.88","1,267.07",,-1.31%,0.029035831186634553
2023-06-14,33905000,25934.24,1307.3450388366884,"1,274.01",1268.02,"1,280.42","1,265.75",,0.50%,0.031012948405142238
2023-06-15,32692000,25128.6,1300.9877191725764,"1,270.00",1274.39,"1,286.48","1,269.80",,-0.31%,0.02087094152698654
2023-06-16,33449000,25598.49,1306.6786361226775,"1,276.15",1270.4,"1,280.96","1,268.08",,0.48%,0.028556860927800187
2023-06-19,34658000,26339.98,1315.7944690922316,"1,282.26",1277.24,"1,284.54","1,276.40",,0.48%,0.030185767038482636
2023-06-20,35053000,26844.35,1305.786878803175,"1,288.23",1283.26,"1,290.36","1,277.99",,0.47%,0.017554415163860027
2023-06-21,37758000,28308.0,1333.8278931750742,"1,288.33",1288.74,"1,296.95","1,285.94",,0.01%,0.034986027573501444
2023-06-22,39351000,29993.89,1311.967203987212,"1,298.18",1288.74,"1,303.21","1,286.10",,0.76%,0.01802318853082241
2023-06-23,39589000,29884.92,1324.7149398425695,"1,308.41",1298.59,"1,311.37","1,296.25",,0.79%,0.020117927785189726
2023-06-26,40200000,30462.67,1319.64794944107,"1,304.98",1308.74,"1,309.57","1,300.82",,-0.26%,0.008334695540038517
2023-06-27,40198000,30267.99,1328.0696868209616,"1,299.18",1305.42,"1,308.35","1,295.35",,-0.44%,0.017350497786889685
2023-06-28,40177000,30692.44,1309.0194197659098,"1,308.90",1299.48,"1,313.46","1,297.30",,0.75%,0.007340951585180111
2023-06-29,40452000,30077.4,1344.9300803925871,"1,322.21",1309.31,"1,323.57","1,305.18",,1.02%,0.027205230535615854
2023-06-30,41089000,30447.31,1349.5116645772648,"1,315.11",1323.18,"1,324.54","1,314.57",,-0.54%,0.019900289134709315
2023-07-03,40594000,30617.02,1325.863849584316,"1,304.20",1316.97,"1,317.31","1,302.69",,-0.83%,0.006753266653238832
2023-07-04,40813000,31156.2,1309.9479397359112,"1,294.35",1304.66,"1,308.34","1,293.04",,-0.76%,0.004053117084842794
2023-07-05,40544000,30766.52,1317.7960978362194,"1,303.59",1294.81,"1,306.51","1,294.41",,0.71%,0.017752487111019732
2023-07-06,41331000,30504.8,1354.9015236946318,"1,309.11",1304.0,"1,314.69","1,299.98",,0.42%,0.03903491080876664
2023-07-07,39970000,29895.42,1336.9940947476236,"1,297.90",1309.46,"1,310.59","1,295.96",,-0.86%,0.02102706058040993
2023-07-10,39767000,30160.71,1318.5034437186655,"1,299.40",1299.1,"1,307.90","1,298.25",,0.12%,0.014936066291021177
2023-07-11,40068000,30411.57,1317.5248762230954,"1,291.47",1299.8,"1,302.00","1,289.94",,-0.61%,0.013636618112859988
2023-07-12,40164000,30622.1,1311.6017516760771,"1,274.49",1291.87,"1,296.08","1,273.70",,-1.31%,0.015273790455755831
2023-07-13,39541000,30380.0,1301.5470704410798,"1,266.73",1274.8,"1,280.03","1,265.92",,-0.61%,0.020981385661342777
2023-07-14,39897000,31454.23,1268.4144549079726,"1,268.31",1267.16,"1,271.49","1,259.82",,0.12%,0.0009899735692198153
2023-07-17,38945000,30232.0,1288.2045514686424,"1,263.17",1269.32,"1,271.08","1,263.31",,-0.41%,0.014877691573947027
2023-07-18,38499000,30138.01,1277.4234264306106,"1,264.95",1263.72,"1,267.55","1,256.71",,0.14%,0.010843720468624696
2023-07-19,38429000,29859.14,1287.009605768954,"1,266.94",1265.31,"1,269.46","1,261.67",,0.16%,0.017149635874966762
2023-07-20,38910000,29909.21,1300.9370692171408,"1,276.53",1267.94,"1,280.30","1,261.56",,0.76%,0.026024156677083132
2023-07-21,38620000,29800.0,1295.9731543624162,"1,286.19",1277.13,"1,290.69","1,275.92",,0.76%,0.014754296244247733
2023-07-24,38542000,30083.75,1281.1567706818464,"1,280.45",1286.65,"1,288.98","1,277.03",,-0.45%,-0.004269404514167574
2023-07-25,37745000,29176.5,1293.678131372851,"1,276.18",1280.88,"1,285.61","1,273.79",,-0.33%,0.009991670861322577
2023-07-26,37834000,29228.91,1294.4033834994189,"1,270.80",1276.58,"1,282.78","1,268.14",,-0.42%,0.013961822603690166
2023-07-27,38152000,29351.95,1299.811426498069,"1,283.78",1271.42,"1,284.94","1,266.98",,1.02%,0.022330485990521565
2023-07-28,37819000,29222.78,1294.1616095388597,"1,272.83",1284.17,"1,284.89","1,273.28",,-0.85%,0.007780597225335972
2023-07-31,37963000,29281.09,1296.5022818481143,"1,277.86",1273.33,"1,279.42","1,269.82",,0.40%,0.018198174745049922
2023-08-01,37810000,29232.26,1293.434034864222,"1,289.00",1278.28,"1,291.10","1,274.88",,0.87%,0.011855019920691934
2023-08-02,38608000,29705.99,1299.670537827556,"1,298.93",1289.4,"1,303.09","1,286.94",,0.77%,0.007965362050221803
2023-08-03,38477000,29186.0,1318.33755910368,"1,299.01",1299.47,"1,304.23","1,294.55",,0.01%,0.014519426461311102
2023-08-04,38620000,29193.65,1322.8904230885826,"1,304.08",1299.93,"1,312.38","1,296.82",,0.39%,0.017662814988947506
2023-08-07,38536000,29088.43,1324.7878967685776,"1,307.30",1304.29,"1,309.06","1,298.80",,0.25%,0.015715750920866967
2023-08-08,38756000,29211.06,1326.7577417594568,"1,316.72",1307.93,"1,322.69","1,305.20",,0.72%,0.014395068359512209
2023-08-09,39507000,29770.41,1327.0559592561876,"1,313.08",1317.02,"1,322.29","1,309.70",,-0.28%,0.007620202621211325
2023-08-10,39110000,29581.99,1322.0882029910763,"1,316.90",1313.1,"1,319.91","1,308.18",,0.29%,0.006845025505350932
2023-08-11,39179000,29455.76,1330.0963886180496,"1,330.30",1318.14,"1,333.92","1,316.17",,1.02%,0.009070651537810503
2023-08-14,39258000,29303.85,1339.6874472125678,"1,336.80",1330.6,"1,339.72","1,327.69",,0.49%,0.006829586060850712
2023-08-15,39610000,29430.92,1345.8634660418363,"1,336.42",1337.94,"1,340.47","1,332.55",,-0.03%,0.005922138542712174
2023-08-16,39224000,29200.01,1343.28721120301,"1,341.22",1336.87,"1,345.77","1,334.01",,0.36%,0.004800175935588458
2023-08-17,38816000,28730.51,1351.03762515876,"1,339.27",1341.94,"1,344.35","1,334.99",,-0.15%,0.006779457471093986
2023-08-18,36576000,26623.41,1373.828521590585,"1,339.17",1339.76,"1,344.81","1,332.44",,-0.01%,0.02542882426000559
2023-08-21,35744000,26190.0,1364.7957235586102,"1,339.15",1340.17,"1,344.83","1,338.05",,0.00%,0.018375074474589193
2023-08-22,35677000,26126.92,1365.526437865619,"1,339.81",1340.04,"1,342.58","1,334.09",,0.05%,0.019019162014282553
2023-08-23,35665000,26055.99,1368.7831473684168,"1,326.42",1340.81,"1,342.31","1,326.69",,-1.00%,0.0208628719717312
2023-08-24,35860000,26432.71,1356.652420429082,"1,327.35",1327.92,"1,330.24","1,317.88",,0.07%,0.02163716220034484
2023-08-25,35465000,26180.05,1354.6574586373977,"1,323.53",1328.34,"1,330.61","1,319.82",,-0.29%,0.01981229100787285
2023-08-28,35202000,26101.78,1348.6436557200311,"1,323.81",1324.57,"1,327.77","1,319.10",,0.02%,0.01817469497273172
2023-08-29,35189000,26120.0,1347.2052067381317,"1,318.06",1324.21,"1,329.14","1,318.13",,-0.43%,0.017365226616723684
2023-08-30,37243000,27716.34,1343.719986116493,"1,323.49",1318.6,"1,326.22","1,318.53",,0.41%,0.01905049758569155
2023-08-31,37044000,27299.99,1356.923573964679,"1,325.14",1323.79,"1,326.86","1,320.00",,0.12%,0.025029327887866604
2023-09-01,35399000,25940.77,1364.608683551028,"1,317.55",1325.46,"1,326.37","1,311.88",,-0.57%,0.029535922284360083
2023-09-04,35271000,25971.21,1358.0807363230283,"1,317.21",1318.45,"1,322.00","1,315.59",,-0.03%,0.030058581154407182
2023-09-05,34973000,25826.03,1354.1763871566789,"1,329.05",1318.41,"1,335.68","1,316.81",,0.90%,0.027128425267313405
2023-09-06,35013000,25792.11,1357.5081681956226,"1,333.58",1329.95,"1,337.99","1,328.42",,0.34%,0.020721206207468423
2023-09-07,35007000,25759.95,1358.9700290567334,"1,333.45",1334.53,"1,339.07","1,330.48",,-0.01%,0.018313585349698736
2023-09-08,35517000,26255.0,1352.7709007808037,"1,334.96",1334.78,"1,337.75","1,331.49",,0.11%,0.013478551357380075
